name,ticker_purch,tdate_purch,bought_?,s_104,p_104,s_52,p_52,s_26,p_26
"Hoeven, John",EL,2014/08/25,2014/12/01,2016/11/28,0.0629,2015/11/30,0.1464,2015/06/01,0.182
"Hoeven, John",MCD,2016/04/22,2016/07/29,2018/07/27,0.3261,2017/07/28,0.3148,2017/01/27,0.0311
"Capito, Shelley M.",JPM,2018/10/16,2019/01/22,2021/01/19,0.3539,2020/01/21,0.3356,2019/07/23,0.1242
"Perdue Jr., David A.",CEQP,2019/05/28,2019/09/03,2021/08/31,-0.2581,2020/09/01,-0.6204,2020/03/03,-0.4172
"Perdue Jr., David A.",LGF-B,2018/12/14,2019/03/22,2021/03/19,0.0431,2020/03/20,-0.5598,2019/09/20,-0.3832
"Beyer, Donald S.",TGT,2019/12/23,2020/03/30,2022/03/28,,2021/03/29,1.0669,2020/09/28,0.6162
"Whitehouse, Sheldon",SBUX,2014/10/14,2015/01/20,2017/01/17,0.4295,2016/01/19,0.4524,2015/07/21,0.3873
"Whitehouse, Sheldon",GILD,2015/01/23,2015/05/01,2017/04/28,-0.343,2016/04/29,-0.1365,2015/10/30,0.0436
"Murray, Patty",SO,2017/03/16,2017/06/22,2019/06/20,0.1024,2018/06/21,-0.1075,2017/12/21,-0.0156
"Perdue Jr., David A.",FEYE,2016/06/27,2016/10/03,2018/10/01,0.1683,2017/10/02,0.1635,2017/04/03,-0.1386
"Capito, Shelley M.",VFC,2018/04/24,2018/07/31,2020/07/28,-0.2955,2019/07/30,0.0145,2019/01/29,-0.086
"Cassidy, William",PG,2016/03/31,2016/07/07,2018/07/05,-0.073,2017/07/06,0.0326,2017/01/05,0.0002
"Perdue Jr., David A.",ENTG,2018/10/26,2019/02/01,2021/01/29,1.9731,2020/01/31,0.5662,2019/08/02,0.2482
"Axne, Cynthia",MKL,2019/04/23,2019/07/30,2021/07/27,0.0956,2020/07/28,-0.0903,2020/01/28,0.0617
"Perdue Jr., David A.",BOIVF,2019/02/08,2019/05/17,2021/05/14,0.1173,2020/05/15,-0.4072,2019/11/15,-0.0369
"Cisneros, Gilbert",WBA,2019/12/06,2020/03/13,2022/03/11,0.0991,2021/03/12,0.1954,2020/09/11,-0.2114
"Shalala, Donna",WFC,2019/02/05,2019/05/14,2021/05/11,-0.0056,2020/05/12,-0.4697,2019/11/12,0.1609
"Perdue Jr., David A.",ALB,2019/10/28,2020/02/03,2022/01/31,1.6581,2021/02/01,1.0572,2020/08/03,0.031
"Peters, Gary C.",CVS,2016/10/17,2017/01/23,2019/01/21,-0.1999,2018/01/22,-0.0125,2017/07/24,-0.0548
"Perdue Jr., David A.",BPL,2015/01/15,2015/04/23,2017/04/20,,2016/04/21,,2015/10/22,
"Capito, Shelley M.",PDRDY,2017/09/08,2017/12/15,2019/12/13,,2018/12/14,,2018/06/15,
"Shalala, Donna",PCH,2019/04/30,2019/08/06,2021/08/03,0.4194,2020/08/04,0.191,2020/02/04,0.1433
"Courtney, Joe",TFC,2019/12/31,2020/04/07,2022/04/05,,2021/04/06,0.8786,2020/10/06,0.3278
"Capito, Shelley M.",HXL,2017/09/08,2017/12/15,2019/12/13,0.2552,2018/12/14,-0.0506,2018/06/15,0.1472
"Perdue Jr., David A.",VSM,2016/11/08,2017/02/14,2019/02/12,,2018/02/13,,2017/08/15,
"Perdue Jr., David A.",PG,2015/04/02,2015/07/09,2017/07/06,0.0787,2016/07/07,0.0446,2016/01/07,-0.0545
"Carper, Thomas R.",SJR,2014/02/21,2014/05/30,2016/05/27,-0.2328,2015/05/29,-0.1175,2014/11/28,0.0906
"Cassidy, William",ABT,2016/03/31,2016/07/07,2018/07/05,0.4832,2017/07/06,0.1747,2017/01/05,-0.0442
"Perdue Jr., David A.",GLW,2018/02/06,2018/05/15,2020/05/12,-0.2468,2019/05/14,0.0799,2018/11/13,0.1624
"Perdue Jr., David A.",GOOGL,2017/12/26,2018/04/03,2020/03/31,0.1424,2019/04/02,0.1853,2018/10/02,0.1988
"Whitehouse, Sheldon",BTO,2018/06/13,2018/09/19,2020/09/16,-0.3951,2019/09/18,-0.1286,2019/03/20,-0.0952
"Perdue Jr., David A.",KN,2015/03/06,2015/06/12,2017/06/09,0.0339,2016/06/10,-0.1669,2015/12/11,-0.1572
"Roberts, Pat",NFLX,2018/04/23,2018/07/30,2020/07/27,0.4273,2019/07/29,-0.0304,2019/01/28,-0.0304
"Perdue Jr., David A.",DISCA,2016/05/18,2016/08/24,2018/08/22,0.1138,2017/08/23,-0.1435,2017/02/22,0.1212
"Moran, Jerry",WY,2018/12/06,2019/03/14,2021/03/11,0.3886,2020/03/12,-0.2468,2019/09/12,0.0841
"Capito, Shelley M.",MDLZ,2018/04/04,2018/07/11,2020/07/08,0.2169,2019/07/10,0.3179,2019/01/09,-0.0018
"Gottheimer, Josh",SRPT,2019/12/13,2020/03/20,2022/03/18,-0.113,2021/03/19,-0.0694,2020/09/18,0.5943
"Capito, Shelley M.",NEE,2018/04/24,2018/07/31,2020/07/28,0.678,2019/07/30,0.2606,2019/01/29,0.0345
"Perdue Jr., David A.",JNJ,2015/04/02,2015/07/09,2017/07/06,0.3458,2016/07/07,0.2368,2016/01/07,0.0052
"Whitehouse, Sheldon",ORCL,2014/12/18,2015/03/26,2017/03/23,0.0471,2016/03/24,-0.0499,2015/09/24,-0.1642
"Whitehouse, Sheldon",T,2015/07/07,2015/10/13,2017/10/10,0.1587,2016/10/11,0.1753,2016/04/12,0.1631
"Perdue Jr., David A.",KMI,2019/12/31,2020/04/07,2022/04/05,,2021/04/06,0.1626,2020/10/06,-0.1313
"Collins, Susan M.",FB,2014/02/19,2014/05/28,2016/05/25,0.8622,2015/05/27,0.2629,2014/11/26,0.2093
"Hoeven, John",VZ,2017/01/20,2017/04/28,2019/04/26,0.2174,2018/04/27,0.1007,2017/10/27,0.0583
"Perdue Jr., David A.",CBS,2018/01/19,2018/04/27,2020/04/24,,2019/04/26,,2018/10/26,
"Toomey, Patrick J.",BOX,2018/04/23,2018/07/30,2020/07/27,-0.27,2019/07/29,-0.304,2019/01/28,-0.1706
"Capito, Shelley M.",PSX,2018/04/24,2018/07/31,2020/07/28,-0.4788,2019/07/30,-0.1667,2019/01/29,-0.2465
"Perdue Jr., David A.",ETP,2016/02/22,2016/05/30,2018/05/28,,2017/05/29,0.0319,2016/11/28,0.0053
"Shalala, Donna",TCMD,2019/01/23,2019/05/01,2021/04/28,0.1937,2020/04/29,0.1154,2019/10/30,-0.0927
"Perdue Jr., David A.",GPK,2018/10/31,2019/02/06,2021/02/03,0.2967,2020/02/05,0.2854,2019/08/07,0.1614
"Perdue Jr., David A.",GLW,2019/06/14,2019/09/20,2021/09/17,0.3784,2020/09/18,0.1686,2020/03/20,-0.2762
"Collins, Susan M.",PRGO,2016/12/30,2017/04/07,2019/04/05,-0.2633,2018/04/06,0.2155,2017/10/06,0.2777
"Joyce, David P.",SPY,2019/06/21,2019/09/27,2021/09/24,0.4973,2020/09/25,0.1007,2020/03/27,-0.1348
"Roberts, Pat",SBUX,2017/09/26,2018/01/02,2019/12/31,0.5153,2019/01/01,0.1028,2018/07/03,-0.1524
"Whitehouse, Sheldon",NWL,2017/08/24,2017/11/30,2019/11/28,-0.3727,2018/11/29,-0.2318,2018/05/31,-0.2167
"Collins, Susan M.",UTX,2014/04/03,2014/07/10,2016/07/07,,2015/07/09,,2015/01/08,
"Inhofe, James M.",NGIPX,2015/06/22,2015/09/28,2017/09/25,,2016/09/26,,2016/03/28,
"Capito, Shelley M.",MRAAY,2017/09/08,2017/12/15,2019/12/13,0.3904,2018/12/14,0.0822,2018/06/15,0.2563
"Capito, Shelley M.",PM,2017/09/05,2017/12/12,2019/12/10,-0.2176,2018/12/11,-0.2087,2018/06/12,-0.2525
"Whitehouse, Sheldon",ETN,2014/05/09,2014/08/15,2016/08/12,-0.016,2015/08/14,-0.1225,2015/02/13,0.0554
"Roberts, Pat",NVDA,2017/12/01,2018/03/09,2020/03/06,0.0781,2019/03/08,-0.394,2018/09/07,0.1144
"Whitehouse, Sheldon",GS,2017/07/28,2017/11/03,2019/11/01,-0.1161,2018/11/02,-0.0643,2018/05/04,-0.0417
"Perdue Jr., David A.",FDX,2019/06/26,2019/10/02,2021/09/29,0.5838,2020/09/30,0.8043,2020/04/01,-0.1778
"Carper, Thomas R.",HRL,2017/08/31,2017/12/07,2019/12/05,0.2316,2018/12/06,0.2047,2018/06/07,-0.0324
"Perdue Jr., David A.",PAA,2016/09/13,2016/12/20,2018/12/18,-0.3194,2017/12/19,-0.3562,2017/06/20,-0.2639
"Roberts, Pat",TCS,2015/01/02,2015/04/10,2017/04/07,-0.8149,2016/04/08,-0.7474,2015/10/09,-0.4615
"Perdue Jr., David A.",WLK,2016/11/08,2017/02/14,2019/02/12,0.1942,2018/02/13,0.6578,2017/08/15,0.0921
"Perdue Jr., David A.",VSM,2017/03/23,2017/06/29,2019/06/27,,2018/06/28,,2017/12/28,
"Moran, Jerry",KO,2019/09/25,2020/01/01,2021/12/29,0.0687,2020/12/30,-0.0139,2020/07/01,-0.1811
"Beyer, Donald S.",CGNX,2019/12/24,2020/03/31,2022/03/29,,2021/03/30,0.8474,2020/09/29,0.4721
"Perdue Jr., David A.",DOW,2019/07/15,2019/10/21,2021/10/18,0.2179,2020/10/19,0.0313,2020/04/20,-0.3303
"Perdue Jr., David A.",RF,2017/05/18,2017/08/24,2019/08/22,-0.009,2018/08/23,0.3466,2018/02/22,0.3567
"Reed, John F.",XBI,2017/03/06,2017/06/12,2019/06/10,0.1729,2018/06/11,0.3581,2017/12/11,0.1873
"Perdue Jr., David A.",CZR,2017/09/26,2018/01/02,2019/12/31,0.8416,2019/01/01,0.1299,2018/07/03,0.2144
"Coons, Christopher A.",AAPL,2018/10/24,2019/01/30,2021/01/27,2.4891,2020/01/29,0.9891,2019/07/31,0.3256
"Whitehouse, Sheldon",JPM,2016/01/20,2016/04/27,2018/04/25,0.7087,2017/04/26,0.3817,2016/10/26,0.0731
"Beyer, Donald S.",EL,2019/12/23,2020/03/30,2022/03/28,,2021/03/29,0.7868,2020/09/28,0.3194
"Shalala, Donna",KUBTY,2019/01/15,2019/04/23,2021/04/20,0.5691,2020/04/21,-0.2416,2019/10/22,0.0727
"Carper, Thomas R.",ABT,2015/02/12,2015/05/21,2017/05/18,-0.1238,2016/05/19,-0.2416,2015/11/19,-0.0691
"Perdue Jr., David A.",GPK,2018/11/28,2019/03/06,2021/03/03,0.3286,2020/03/04,0.1663,2019/09/04,0.0967
"Collins, Susan M.",ESRX,2014/05/07,2014/08/13,2016/08/10,0.0599,2015/08/12,0.2375,2015/02/11,0.1632
"Capito, Shelley M.",ITW,2018/04/24,2018/07/31,2020/07/28,0.3097,2019/07/30,0.0859,2019/01/29,-0.0608
"Peters, Gary C.",IVZ,2015/09/10,2015/12/17,2017/12/14,0.1606,2016/12/15,0.0051,2016/06/16,-0.141
"Capito, Shelley M.",OXY,2017/09/08,2017/12/15,2019/12/13,-0.4595,2018/12/14,-0.0734,2018/06/15,0.1799
"Perdue Jr., David A.",AXTA,2018/07/27,2018/11/02,2020/10/30,-0.0151,2019/11/01,0.1688,2019/05/03,0.0465
"Capito, Shelley M.",SJM,2016/04/19,2016/07/26,2018/07/24,-0.3021,2017/07/25,-0.2179,2017/01/24,-0.1293
"Perdue Jr., David A.",TCP,2019/11/12,2020/02/18,2022/02/15,,2021/02/16,,2020/08/18,
"Whitehouse, Sheldon",IBM,2017/05/24,2017/08/30,2019/08/28,-0.0797,2018/08/29,0.0309,2018/02/28,0.0989
"Cassidy, William",CSCO,2016/03/31,2016/07/07,2018/07/05,0.471,2017/07/06,0.0727,2017/01/05,0.0508
"Hoeven, John",CAT,2015/03/03,2015/06/09,2017/06/06,0.2042,2016/06/07,-0.1168,2015/12/08,-0.2339
"Perdue Jr., David A.",WMT,2017/03/13,2017/06/19,2019/06/17,0.447,2018/06/18,0.1054,2017/12/18,0.2989
"Reed, John F.",ALTR,2014/07/28,2014/11/03,2016/10/31,,2015/11/02,,2015/05/04,
"Perdue Jr., David A.",CZR,2017/08/08,2017/11/14,2019/11/12,0.7808,2018/11/13,0.1962,2018/05/15,0.4913
"Whitehouse, Sheldon",GILD,2016/05/18,2016/08/24,2018/08/22,-0.0907,2017/08/23,-0.0926,2017/02/22,-0.1472
"Perdue Jr., David A.",SU,2018/06/26,2018/10/02,2020/09/29,-0.6796,2019/10/01,-0.2102,2019/04/02,-0.1605
"Perdue Jr., David A.",HBI,2017/10/05,2018/01/11,2020/01/09,-0.3532,2019/01/10,-0.378,2018/07/12,-0.0073
"Perdue Jr., David A.",MSM,2019/07/10,2019/10/16,2021/10/13,0.1652,2020/10/14,-0.0768,2020/04/15,-0.1723
"Murray, Patty",BMY,2017/03/16,2017/06/22,2019/06/20,-0.1391,2018/06/21,-0.054,2017/12/21,0.077
"Collins, Susan M.",SRCL,2014/11/10,2015/02/16,2017/02/13,-0.4147,2016/02/15,-0.1741,2015/08/17,0.1014
"Perdue Jr., David A.",DIS,2016/11/15,2017/02/21,2019/02/19,0.03,2018/02/20,-0.0315,2017/08/22,-0.0724
"Reed, John F.",XLNX,2014/07/28,2014/11/03,2016/10/31,0.1427,2015/11/02,0.0751,2015/05/04,-0.0046
"Perdue Jr., David A.",URBN,2017/05/11,2017/08/17,2019/08/15,0.0367,2018/08/16,1.3525,2018/02/15,0.842
"Perdue Jr., David A.",FEYE,2019/06/28,2019/10/04,2021/10/01,0.2608,2020/10/02,-0.1086,2020/04/03,-0.3151
"Collins, Susan M.",HSY,2015/03/20,2015/06/26,2017/06/23,0.2434,2016/06/24,0.0958,2015/12/25,0.0177
"Shalala, Donna",CHGCY,2019/02/21,2019/05/30,2021/05/27,0.7519,2020/05/28,1.1041,2019/11/28,0.3191
"Perdue Jr., David A.",WPX,2019/02/05,2019/05/14,2021/05/11,,2020/05/12,,2019/11/12,
"Perdue Jr., David A.",RF,2019/11/11,2020/02/17,2022/02/14,0.5165,2021/02/15,0.2275,2020/08/17,-0.2878
"Perdue Jr., David A.",CIT,2015/02/17,2015/05/26,2017/05/23,,2016/05/24,,2015/11/24,
"Whitehouse, Sheldon",DIS,2016/11/15,2017/02/21,2019/02/19,0.03,2018/02/20,-0.0315,2017/08/22,-0.0724
"Perdue Jr., David A.",HBI,2018/02/08,2018/05/17,2020/05/14,-0.5436,2019/05/16,-0.0626,2018/11/15,-0.1316
"Perdue Jr., David A.",SBUX,2015/08/24,2015/11/30,2017/11/27,-0.0876,2016/11/28,-0.0718,2016/05/30,-0.1076
"Whitehouse, Sheldon",FB,2016/07/29,2016/11/04,2018/11/02,0.2567,2017/11/03,0.4784,2017/05/05,0.2498
"Marshall, Roger W.",BABA,2019/12/03,2020/03/10,2022/03/08,-0.5187,2021/03/09,0.1557,2020/09/08,0.3241
"Perdue Jr., David A.",CBS,2018/01/18,2018/04/26,2020/04/23,,2019/04/25,,2018/10/25,
"Perdue Jr., David A.",HYH,2016/02/03,2016/05/11,2018/05/09,0.7503,2017/05/10,0.234,2016/11/09,0.1283
"Perdue Jr., David A.",CZR,2017/07/05,2017/10/11,2019/10/09,0.4912,2018/10/10,0.7669,2018/04/11,0.3216
"Perdue Jr., David A.",C,2018/04/24,2018/07/31,2020/07/28,-0.2873,2019/07/30,-0.0119,2019/01/29,-0.1165
"Perdue Jr., David A.",VSM,2017/04/27,2017/08/03,2019/08/01,,2018/08/02,,2018/02/01,
"Murray, Patty",APA,2017/03/16,2017/06/22,2019/06/20,-0.3566,2018/06/21,-0.0191,2017/12/21,-0.0768
"Perdue Jr., David A.",MRK,2017/10/27,2018/02/02,2020/01/31,0.4518,2019/02/01,0.2924,2018/08/03,0.1078
"Cassidy, William",PPG,2016/10/31,2017/02/06,2019/02/04,0.0531,2018/02/05,0.1406,2017/08/07,0.0515
"Murray, Patty",MDT,2017/03/16,2017/06/22,2019/06/20,0.1125,2018/06/21,-0.0329,2017/12/21,-0.0812
"Shalala, Donna",CHGCY,2019/02/19,2019/05/28,2021/05/25,0.741,2020/05/26,1.1541,2019/11/26,0.3468
"Inhofe, James M.",BUD,2017/01/11,2017/04/19,2019/04/17,-0.1975,2018/04/18,-0.0277,2017/10/18,0.1434
"Capito, Shelley M.",APD,2018/04/24,2018/07/31,2020/07/28,0.7888,2019/07/30,0.4146,2019/01/29,-0.0078
"Cisneros, Gilbert",IVZ,2019/12/06,2020/03/13,2022/03/11,1.0419,2021/03/12,1.5719,2020/09/11,0.0646
"Cassidy, William",AAPL,2016/01/05,2016/04/12,2018/04/10,0.5763,2017/04/11,0.2929,2016/10/11,0.0715
"Perdue Jr., David A.",FEYE,2016/06/29,2016/10/05,2018/10/03,0.1515,2017/10/04,0.1871,2017/04/05,-0.1637
"Perdue Jr., David A.",GLW,2015/08/28,2015/12/04,2017/12/01,0.7822,2016/12/02,0.3213,2016/06/03,0.1717
"Capito, Shelley M.",CB,2016/04/19,2016/07/26,2018/07/24,0.0495,2017/07/25,0.1521,2017/01/24,0.0314
"Perdue Jr., David A.",WPX,2015/07/17,2015/10/23,2017/10/20,,2016/10/21,,2016/04/22,
"Reed, John F.",FEYE,2015/04/23,2015/07/30,2017/07/27,-0.6714,2016/07/28,-0.6324,2016/01/28,-0.7053
"Whitehouse, Sheldon",WMT,2018/06/06,2018/09/12,2020/09/09,0.464,2019/09/11,0.2037,2019/03/13,0.0263
"Capito, Shelley M.",SYY,2018/04/24,2018/07/31,2020/07/28,-0.1964,2019/07/30,0.0395,2019/01/29,-0.071
"Roberts, Pat",AAPL,2017/11/08,2018/02/14,2020/02/12,0.9634,2019/02/13,0.0363,2018/08/15,0.2684
"Capito, Shelley M.",ADP,2018/04/24,2018/07/31,2020/07/28,0.089,2019/07/30,0.236,2019/01/29,0.0016
"Perdue Jr., David A.",GPK,2018/11/20,2019/02/26,2021/02/23,0.295,2020/02/25,0.1252,2019/08/27,0.0845
"Perdue Jr., David A.",FEYE,2018/08/08,2018/11/14,2020/11/11,-0.2225,2019/11/13,-0.1075,2019/05/15,-0.1863
"Capito, Shelley M.",JKHY,2017/09/08,2017/12/15,2019/12/13,0.2486,2018/12/14,0.1288,2018/06/15,0.1148
"Moran, Jerry",JPM,2018/12/06,2019/03/14,2021/03/11,0.4715,2020/03/12,-0.1286,2019/09/12,0.1144
"Whitehouse, Sheldon",NFLX,2015/04/07,2015/07/14,2017/07/11,0.5241,2016/07/12,-0.0521,2016/01/12,0.1568
"Capito, Shelley M.",INCY,2017/09/08,2017/12/15,2019/12/13,-0.053,2018/12/14,-0.3052,2018/06/15,-0.2365
"Perdue Jr., David A.",SHLX,2018/09/20,2018/12/27,2020/12/24,-0.4034,2019/12/26,0.214,2019/06/27,0.2057
"Whitehouse, Sheldon",NWL,2016/03/24,2016/06/30,2018/06/28,-0.4666,2017/06/29,0.0978,2016/12/29,-0.0605
"Collins, Susan M.",SYK,2016/09/08,2016/12/15,2018/12/13,0.472,2017/12/14,0.2929,2017/06/15,0.1926
"Capito, Shelley M.",PII,2018/04/05,2018/07/12,2020/07/09,-0.2398,2019/07/11,-0.3143,2019/01/10,-0.3127
"Perdue Jr., David A.",PYPL,2017/12/26,2018/04/03,2020/03/31,0.3061,2019/04/02,0.4145,2018/10/02,0.1642
"Collins, Susan M.",RHHBY,2014/04/04,2014/07/11,2016/07/08,-0.121,2015/07/10,-0.009,2015/01/09,-0.0667
"Murray, Patty",KMB,2017/03/16,2017/06/22,2019/06/20,0.0332,2018/06/21,-0.2371,2017/12/21,-0.0838
"Perdue Jr., David A.",ORCL,2016/02/05,2016/05/13,2018/05/11,0.1784,2017/05/12,0.1317,2016/11/11,-0.0075
"Perdue Jr., David A.",USG,2016/09/01,2016/12/08,2018/12/06,,2017/12/07,,2017/06/08,
"Perdue Jr., David A.",ALB,2019/11/08,2020/02/14,2022/02/11,1.6124,2021/02/12,0.8266,2020/08/14,0.0254
"Whitehouse, Sheldon",LRCX,2015/12/22,2016/03/29,2018/03/27,1.6127,2017/03/28,0.5901,2016/09/27,0.1393
"Curtis, John",DIS,2019/05/14,2019/08/20,2021/08/17,0.3122,2020/08/18,-0.0421,2020/02/18,0.0314
"Capito, Shelley M.",CLX,2018/04/24,2018/07/31,2020/07/28,0.7031,2019/07/30,0.2292,2019/01/29,0.0909
"Perdue Jr., David A.",BOIVF,2019/11/07,2020/02/13,2022/02/10,0.3464,2021/02/11,0.0512,2020/08/13,-0.1012
"Perdue Jr., David A.",LGF-B,2018/11/28,2019/03/06,2021/03/03,-0.0644,2020/03/04,-0.5086,2019/09/04,-0.4003
"Perdue Jr., David A.",DVN,2018/02/23,2018/06/01,2020/05/29,-0.7308,2019/05/31,-0.3879,2018/11/30,-0.3594
"Perdue Jr., David A.",FEYE,2016/06/28,2016/10/04,2018/10/02,0.1476,2017/10/03,0.1986,2017/04/04,-0.1476
"Connolly, Gerald E.",ERH,2019/12/10,2020/03/17,2022/03/15,0.1164,2021/03/16,0.1066,2020/09/15,0.0469
"Carper, Thomas R.",PNQI,2015/02/20,2015/05/29,2017/05/26,0.4355,2016/05/27,0.067,2015/11/27,0.1084
"Toomey, Patrick J.",NDAQ,2019/11/19,2020/02/25,2022/02/22,0.4971,2021/02/23,0.2337,2020/08/25,0.1524
"Roberts, Pat",DVN,2015/03/16,2015/06/22,2017/06/19,-0.483,2016/06/20,-0.3899,2015/12/21,-0.5245
"Perdue Jr., David A.",FDX,2019/04/09,2019/07/16,2021/07/13,0.7594,2020/07/14,-0.08,2020/01/14,-0.0546
"Malinowski, Tom",BLFSD,2019/06/19,2019/09/25,2021/09/22,1.6084,2020/09/23,0.501,2020/03/25,-0.499
"Whitehouse, Sheldon",CHL,2014/06/18,2014/09/24,2016/09/21,,2015/09/23,,2015/03/25,
"Perdue Jr., David A.",RF,2018/02/08,2018/05/17,2020/05/14,-0.535,2019/05/16,-0.2428,2018/11/15,-0.1536
"Capito, Shelley M.",CSCO,2017/09/05,2017/12/12,2019/12/10,0.1628,2018/12/11,0.2505,2018/06/12,0.1554
"Perdue Jr., David A.",RF,2017/06/26,2017/10/02,2019/09/30,0.0539,2018/10/01,0.2094,2018/04/02,0.2061
"Capito, Shelley M.",ABT,2016/04/19,2016/07/26,2018/07/24,0.4719,2017/07/25,0.1683,2017/01/24,-0.0731
"Collins, Susan M.",MCHP,2014/06/19,2014/09/25,2016/09/22,0.2914,2015/09/24,-0.1391,2015/03/26,0.0061
"Perdue Jr., David A.",WLK,2016/06/29,2016/10/05,2018/10/03,0.514,2017/10/04,0.5809,2017/04/05,0.2417
"Moran, Jerry",USB,2018/12/06,2019/03/14,2021/03/11,0.0327,2020/03/12,-0.3683,2019/09/12,0.0676
"Murray, Patty",PRU,2017/03/16,2017/06/22,2019/06/20,-0.0444,2018/06/21,-0.0696,2017/12/21,0.1301
"Whitehouse, Sheldon",PG,2019/02/27,2019/06/05,2021/06/02,0.2576,2020/06/03,0.1205,2019/12/04,0.1684
"Roberts, Pat",NFLX,2018/08/20,2018/11/26,2020/11/23,0.8594,2019/11/25,0.1941,2019/05/27,0.3746
"Perdue Jr., David A.",WFM,2016/01/29,2016/05/06,2018/05/04,,2017/05/05,,2016/11/04,
"Peters, Gary C.",UTX,2015/05/11,2015/08/17,2017/08/14,,2016/08/15,,2016/02/15,
"Reed, John F.",HACK,2017/03/06,2017/06/12,2019/06/10,0.3069,2018/06/11,0.2824,2017/12/11,0.0423
"Axne, Cynthia",CL,2019/12/31,2020/04/07,2022/04/05,,2021/04/06,0.1332,2020/10/06,0.1082
"Wicker, Roger F.",GDV,2018/04/23,2018/07/30,2020/07/27,-0.2312,2019/07/29,-0.0747,2019/01/28,-0.16
"Murray, Patty",BA,2017/03/16,2017/06/22,2019/06/20,0.8638,2018/06/21,0.6951,2017/12/21,0.4828
"Roberts, Pat",JPM,2018/01/04,2018/04/12,2020/04/09,-0.1089,2019/04/11,-0.0602,2018/10/11,-0.0312
"Reed, John F.",LSCC,2015/06/04,2015/09/10,2017/09/07,0.3412,2016/09/08,0.4751,2016/03/10,0.378
"Collins, Susan M.",AME,2017/05/24,2017/08/30,2019/08/28,0.334,2018/08/29,0.2345,2018/02/28,0.2273
"Whitehouse, Sheldon",TSLA,2017/07/28,2017/11/03,2019/11/01,0.0414,2018/11/02,0.1475,2018/05/04,-0.0417
"Shalala, Donna",SPR,2019/02/20,2019/05/29,2021/05/26,-0.4231,2020/05/27,-0.7154,2019/11/27,0.0905
"Hoeven, John",INTC,2017/01/20,2017/04/28,2019/04/26,0.4455,2018/04/27,0.4926,2017/10/27,0.2174
"Perdue Jr., David A.",URBN,2019/12/06,2020/03/13,2022/03/11,0.6799,2021/03/12,1.5008,2020/09/11,0.4672
"Carper, Thomas R.",AAPL,2015/05/14,2015/08/20,2017/08/17,0.4096,2016/08/18,-0.0327,2016/02/18,-0.1373
"Inhofe, James M.",BMY,2016/08/08,2016/11/14,2018/11/12,-0.0588,2017/11/13,0.0783,2017/05/15,-0.0249
"Perdue Jr., David A.",DISCA,2017/11/17,2018/02/23,2020/02/21,0.2379,2019/02/22,0.2255,2018/08/24,0.2083
"Inhofe, James M.",BMY,2017/02/01,2017/05/10,2019/05/08,-0.1425,2018/05/09,-0.0783,2017/11/08,0.1294
"Perdue Jr., David A.",WPX,2015/03/27,2015/07/03,2017/06/30,,2016/07/01,,2016/01/01,
"Perdue Jr., David A.",MOS,2017/04/12,2017/07/19,2019/07/17,-0.0259,2018/07/18,0.1743,2018/01/17,0.0493
"Whitehouse, Sheldon",IR,2017/01/25,2017/05/03,2019/05/01,,2018/05/02,,2017/11/01,
"Perdue Jr., David A.",WLK,2016/01/15,2016/04/22,2018/04/20,1.1383,2017/04/21,0.2437,2016/10/21,0.0138
"Shalala, Donna",DLR,2019/05/20,2019/08/26,2021/08/23,0.3411,2020/08/24,0.2596,2020/02/24,0.1227
"Perdue Jr., David A.",GM,2016/04/14,2016/07/21,2018/07/19,0.2273,2017/07/20,0.133,2017/01/19,0.1653
"Perdue Jr., David A.",CTSH,2017/06/20,2017/09/26,2019/09/24,-0.16,2018/09/25,0.0729,2018/03/27,0.1253
"Shalala, Donna",MED,2019/04/30,2019/08/06,2021/08/03,1.7814,2020/08/04,0.6976,2020/02/04,0.0101
"Shalala, Donna",BOOM,2019/06/04,2019/09/10,2021/09/07,-0.1293,2020/09/08,-0.2376,2020/03/10,-0.4801
"Capito, Shelley M.",WMT,2018/04/24,2018/07/31,2020/07/28,0.4754,2019/07/30,0.2556,2019/01/29,0.0852
"Roberts, Pat",FB,2018/10/12,2019/01/18,2021/01/15,0.6646,2020/01/17,0.4713,2019/07/19,0.3303
"Hoeven, John",MCD,2016/08/22,2016/11/28,2018/11/26,0.5124,2017/11/27,0.3931,2017/05/29,0.2385
"Perdue Jr., David A.",AXTA,2018/09/13,2018/12/20,2020/12/17,0.2826,2019/12/19,0.3444,2019/06/20,0.3092
"Hill, James F.",AAWW,2019/12/19,2020/03/26,2022/03/24,2.6334,2021/03/25,1.2677,2020/09/24,1.5143
"Shalala, Donna",TCEHY,2019/01/29,2019/05/07,2021/05/04,0.6591,2020/05/05,0.1001,2019/11/05,-0.1064
"Perdue Jr., David A.",FDC,2018/12/27,2019/04/04,2021/04/01,,2020/04/02,,2019/10/03,
"Roberts, Pat",DIS,2019/11/04,2020/02/10,2022/02/07,0.0094,2021/02/08,0.3211,2020/08/10,-0.0821
"Cassidy, William",EMR,2016/03/31,2016/07/07,2018/07/05,0.3244,2017/07/06,0.1416,2017/01/05,0.0779
"Perdue Jr., David A.",HBI,2017/08/04,2017/11/10,2019/11/08,-0.1926,2018/11/09,-0.1512,2018/05/11,-0.1453
"Beyer, Donald S.",GS,2019/12/23,2020/03/30,2022/03/28,,2021/03/29,1.0582,2020/09/28,0.2723
